,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,wOBA,BABIP,OW%
P1,0.27596738474440097,0.30862624809713457,0.3228316728016782,0.32146091688981177,0.2656722336431229,0.32068543768648367,0.3001063131246778,0.30010642181800645,0.3092017996190896,0.2537453355561708,0.091965350829469,0.14304725892832862,0.2803092755871084
P2,-0.13003760537265005,0.15213686201592955,0.06401376324380195,0.02146091991461048,0.34239161718050115,0.07706307089977701,-0.22418177513950888,-0.22418140775344841,-0.1184653352779568,0.3776149026164471,0.5727634794840483,-0.429283232264914,-0.2504627873809663
