Name,P1,P2,P3,연차,20연봉,FA유무,salary
장성우,73.80338920727036,-658.3017343964036,489.0839819786813,12,9.51044496442652,0,9.51044496442652
신본기,57.55548568176088,-491.109737393309,359.3801866845097,8,9.433483923290392,0,9.433483923290392
장영석,36.89456500747128,-195.6123841223631,136.14691639289376,11,8.922658299524402,0,8.922658299524402
안치홍,57.18435090237065,-283.1328794602101,194.39676235239978,11,10.275051108968611,0,10.275051108968611
김민성,49.08542744748069,-321.72673761170375,228.44675764347394,13,10.596634733096073,1,10.596634733096073
김태진,40.18952354247589,-173.54574494076962,116.73136159285622,6,9.104979856318357,0,9.104979856318357
강민호,71.5597096846212,-606.419890630664,449.2042771493801,16,11.736069016284437,1,11.736069016284437
오태곤,26.898331494995738,-25.518460804189107,9.137328540881889,10,9.159047077588632,0,9.159047077588632
노진혁,58.372542497364634,-385.33324015845255,275.65695933346524,8,9.546812608597396,0,9.546812608597396
김혜성,56.90609668756431,-400.8691988295568,287.8718991854358,3,9.210340371976184,0,9.210340371976184
모창민,35.46668890169933,-15.74638393113444,-2.7869673596769333,12,10.308952660644293,1,10.308952660644293
김주찬,27.412954038467916,-21.40006506587553,5.020833467670646,20,10.596634733096073,0,10.596634733096073
박동원,64.01419456715313,-445.2794286979271,324.4435478923454,11,10.021270588192511,0,10.021270588192511
장진혁,31.4798394060851,-140.36891392186058,94.86430732729708,4,8.66561319653451,0,8.66561319653451
김성욱,35.77054716013615,-190.51421100977134,132.0418695743381,8,9.392661928770137,0,9.392661928770137
이지영,51.17310835775895,-437.8731878874367,324.3080600465615,12,10.308952660644293,0,10.308952660644293
최주환,37.12423558798936,-195.5041436771172,135.66388229162848,14,10.203592144986466,0,10.203592144986466
류지혁,39.49380067998863,-287.1133224258752,206.78630109144257,8,9.259130536145614,0,9.259130536145614
강로한,39.274609626399936,-298.2999205634483,216.0252970943682,5,8.575462099540212,0,8.575462099540212
정근우,25.902186006155222,-92.9018437366285,60.87615441422464,15,10.46310334047155,1,10.46310334047155
한승택,50.68426692741852,-504.36574859809264,377.99143402875904,7,8.987196820661973,0,8.987196820661973
이원재,20.697904411789697,-28.87316633435087,14.172390357883426,7,8.867850063029406,0,8.867850063029406
최영진,26.830705312452462,-133.15898860831598,92.52646862918613,9,8.987196820661973,0,8.987196820661973
이상호,22.52704458025525,-129.8568824756674,91.48075685611792,10,9.210340371976184,0,9.210340371976184
최원준,20.331020298176696,-145.27801998939086,104.61577676316479,4,8.85366542803745,0,8.85366542803745
김규민,18.82726546236849,-68.90582498833311,45.63009357608949,8,8.594154232552366,0,8.594154232552366
나주환,22.974437848600022,-180.53430317757937,130.96259024049405,17,9.392661928770137,0,9.392661928770137
박승욱,21.373514702450642,-122.63599846987218,86.9252491437189,8,8.987196820661973,0,8.987196820661973
오윤석,14.99148041940067,-77.17120862960734,54.33003102188701,6,8.294049640102028,0,8.294049640102028
정훈,14.647225180767721,-44.63672370465723,29.05992411403974,14,8.764053269347762,0,8.764053269347762
박용택,14.964890208477899,-6.745544258010306,-0.9701323997033215,22,11.289781913656018,1,11.289781913656018
김동엽,11.894623575397937,-18.2699047349608,9.714921368335538,4,9.51044496442652,0,9.51044496442652
조용호,19.86801534319965,-56.82997777890372,35.54489295448142,6,8.85366542803745,0,8.85366542803745
김용의,11.909351431689656,-16.76623523254653,9.127291523737513,12,9.259130536145614,0,9.259130536145614
한동희,17.307877173318136,-125.5471501538317,90.90768040998053,2,8.45531778769815,0,8.45531778769815
오재원,21.512090059316428,-181.57437078837455,132.7184853875905,17,10.308952660644293,1,10.308952660644293
박계범,29.116733984456616,-187.3430071050688,134.36683461373366,6,8.612503371220562,0,8.612503371220562
유민상,18.19126157096214,-7.331847535413593,-1.214505691910993,8,8.699514748210191,0,8.699514748210191
노시환,11.114833808887283,-94.51713233651242,70.14762533973449,1,8.101677747454572,0,8.101677747454572
채태인,11.376001233536467,-5.9839635170770755,1.0786591114712172,13,9.210340371976184,1,9.210340371976184
윤석민,10.543621664629828,-47.721915303605165,33.41546981756087,16,9.798127036878302,0,9.798127036878302
