Name,March_score,kWAR_score,AHP_score,GEN,POW,SPD,연차,20연봉
이대호,-1.3149639287378954,-1.1784700711273877,-0.8988306077327992,0.14094759167269427,0.007746551226884148,-0.32217116470235885,1.6368553096970004,12.429216196844383
박병호,-0.6063765119485175,-1.1784700711273877,-0.7153694846439344,2.063694159641015,1.9714369197178188,-0.63465017344889,0.7305738387913167,12.206072645530174
양의지,0.782839578307146,0.8982764379275393,1.3628540572315677,2.3050258951572946,2.37735704084401,-1.4357449742204935,0.5040034710648957,12.206072645530174
손아섭,-0.256892220409865,-0.514239203473097,-0.5409310397397677,0.042359791314245096,0.08781301235154178,0.7667024993790239,0.27743310333847476,12.206072645530174
최형우,-1.1250240257034938,-1.0421387356366152,-0.8206340634654141,1.4830215567578129,1.3779068154662446,-1.155128386543199,1.4102849419705796,11.918390573078392
김현수,-0.6340787530392876,-0.6802969203866698,-0.6221351434020522,0.5784433153586829,0.4734541249983395,0.2657491725720556,0.5040034710648957,11.77528972943772
이재원,1.9628780981042622,2.077081218486852,2.641066800063823,-0.7532018086563024,-0.8192681401821439,0.019993255016336135,0.5040034710648957,11.77528972943772
최정,0.4724718771975905,0.9413284386088362,0.3914123726790537,1.916399105636476,1.8006282580864734,0.4693606318392715,0.7305738387913167,11.695247021764184
황재균,-0.36013436891944867,0.2268702368263661,-0.14694075900794318,0.5534612964678823,0.6305636235399436,1.4371692972067058,0.5040034710648957,11.695247021764184
김재호,1.3618933677739409,1.248842729189526,1.0560829989518266,-0.3780014990715541,-0.3441637618465281,-0.9372492968496922,0.9571442065177377,11.082142548877775
김재환,-0.5051863812975095,-0.547040727801704,-0.5589763961091644,0.4623355561115684,0.409532499232823,0.20344839998733438,0.05086273561205379,11.082142548877775
오지환,1.7117624126610764,1.5686575913934442,1.314733106913177,-0.29758712006570087,-0.194457373219209,1.5545370035363224,-0.17570763211436716,11.002099841204238
김하성,0.9813723061243331,0.9362032004324915,0.7763799752261802,1.7780550034416494,1.9168416457187165,3.0439086223906413,-1.308559470746472,10.915088464214607
박민우,0.8091310571201459,0.5036330983489872,0.12674714592790448,0.726721910859211,0.639401526316501,-1.4359331974085958,-0.8554187352936301,10.858998997563564
김태균,-1.244297563733199,-1.1784700711273877,-0.8807852513634027,-0.020992123448640248,0.03568837847768711,-1.3472494101213295,1.6368553096970004,10.819778284410283
이성열,-1.0544859118149585,-1.0185626400254288,-0.8116113852807159,0.3111389456492372,0.46426893578719025,1.0030255682882303,1.1837145742441586,10.819778284410283
유한준,-1.0498688716331634,-1.0216377829312357,-0.8086038258858165,0.6029501877973302,0.5309262046684946,-0.2620486309005977,1.8634256774234215,10.819778284410283
전준우,-0.6392087976857266,-0.6823470156572077,-0.6221351434020522,0.9099630242895652,0.8843022345047088,1.6358239585188397,0.05086273561205379,10.819778284410283
허경민,-0.10004110534499469,0.44213024023284914,0.08764887379421193,-0.5327200220817092,-0.5886861629517336,0.2905604413011816,-0.17570763211436716,10.778956289890028
오재일,-0.4765863823936124,-1.1784700711273877,-0.6822863313000407,1.034541015454793,1.0171911716703312,-0.2395535429604102,0.7305738387913167,10.757902880692196
김선빈,0.5994404821969542,0.5815367186294288,0.5598356987934214,-0.5935258596706446,-0.5618661798706716,-0.7927717822442288,0.05086273561205379,10.714417768752456
박건우,-0.579443777554713,-0.7715261599256079,-0.6732636531153424,1.032720067471469,1.0730926190245083,0.27465890300271734,-0.17570763211436716,10.714417768752456
박경수,0.9646996610234062,0.6276638622165323,0.20193613080039,-0.8403709041850357,-0.8450159565422612,-0.7171772351494803,1.1837145742441586,10.596634733096073
이정후,-0.5687989349133523,-0.5911177761182697,-0.5920595494530579,1.020279615751934,0.9126183120525316,0.5385666546967445,-1.988270573925735,10.571316925111784
김강민,-0.029502991456459248,-0.022216338543993006,-0.3243867633070092,-0.9696739040561992,-0.8063472621825701,0.38245841016808424,1.6368553096970004,10.46310334047155
서건창,-0.4342635140604912,-0.48963806022664186,-0.4747647330519804,-0.08796248511140865,-0.09196926209887135,-0.8397384986969276,0.05086273561205379,10.46310334047155
정수빈,0.07809969500259747,0.07618823444182792,-0.27626581298861846,-0.7551708004058714,-0.8463332257946085,-0.7130249260782511,-0.17570763211436716,10.4341158035983
채은성,-0.4611962484542956,-0.6454453007875248,-0.6101049058224545,0.10111542613682974,0.0596462034504018,-0.5320837648630621,-0.17570763211436716,10.373491181781864
박해민,0.16094991604258616,0.2832478567661592,-0.2100995063008314,-1.0538251819997744,-1.1070231255100667,1.5658676391024855,-0.8554187352936301,10.308952660644293
이원석,-0.7852868189930753,-0.38303310615866937,-0.3725077136254,-0.23991508556439803,-0.22888998151558945,0.4223622829426292,0.7305738387913167,10.308952660644293
이천웅,-0.19430567572331006,-0.10524519700077929,-0.3725077136254,3.3231183281791986e-05,-0.09237320717956506,-0.5453619539066882,-0.6288483675672091,10.239959789157341
구자욱,-0.4788949024845099,-0.6567208247754835,-0.6161200246122533,0.10366824230054197,0.1730234715028894,1.8337817793805213,-0.8554187352936301,10.239959789157341
한동민,-0.6017594717667224,-0.734624445055925,-0.6582258561408453,-0.03474372835285984,-0.05642278860777929,-1.285955799785169,-0.8554187352936301,10.126631103850338
송광민,0.14042973745683038,0.5436099561244768,0.15080762108709975,-1.5953118967014082,-1.5110035276023408,0.5555623122239634,1.4102849419705796,10.126631103850338
김상수,0.9882978663970254,0.6471397672866425,0.2139663683799877,-0.45545337060124613,-0.4569317156864535,0.4623633791267463,-0.17570763211436716,10.126631103850338
