Name,March_score,kWAR_score,AHP_score,GEN,POW,SPD,연차,20연봉,FA유무
이대호,-1.5253711683913633,-1.3872567637737832,-1.0010282950216873,0.1806650694016802,0.04945574015775464,-0.5340017163258532,1.6368553096970004,12.429216196844383,1
박병호,-0.8794887000208448,-1.3872567637737832,-0.844113858532572,1.52352442379593,1.3408531477639691,0.43218723171383616,0.7305738387913167,12.206072645530174,0
양의지,0.8185118813206557,0.9458041466414253,1.4909975790915058,1.423295491316329,1.3929854216015287,1.013650878522639,0.5040034710648957,12.206072645530174,1
손아섭,-0.5266827876904681,-0.7074417139246658,-0.6739735335841079,0.31588372137850496,0.4185946651837556,0.8371522288431364,0.27743310333847476,12.206072645530174,1
최형우,-1.3513976146945006,-1.1607962505325264,-0.9124365861206452,1.3032943238293075,1.131216184045933,0.23326853180930118,1.4102849419705796,11.918390573078392,1
김현수,-0.7602658434460212,-0.8489277722974244,-0.7050293188514138,1.0314773017974284,0.9687589296170989,0.5720661029830955,0.5040034710648957,11.77528972943772,1
이재원,1.8923852495202846,1.9603278350611197,2.587923839233212,-0.7684421445133011,-0.824754743499312,-0.9783444960648374,0.5040034710648957,11.77528972943772,1
최정,0.2362737221036105,0.7523454004797981,0.26060234591971587,2.259469103541755,2.164247134546497,1.5356921130499972,0.7305738387913167,11.695247021764184,1
황재균,0.11406178660423094,0.5631052901648367,0.17464825165781458,0.3441982342128504,0.49017914870308066,1.0852578712371594,0.5040034710648957,11.695247021764184,1
김재호,1.2658095856482883,1.1321843841891686,0.9838854398149284,-0.6654613833664298,-0.6907273033261072,-0.7356203773460864,0.9571442065177377,11.082142548877775,1
김재환,-0.786370523127255,-0.7337564255632998,-0.6878139200776653,0.6648976082269645,0.6185798609140678,0.4026373281650323,0.05086273561205379,11.082142548877775,0
오지환,1.5852737629662743,1.4081232844234508,1.2046320413344394,-0.25607387035205015,-0.08700824799533682,0.7251121954030693,-0.17570763211436716,11.002099841204238,0
김하성,1.1751026190628795,1.155021309374455,0.9188526401638486,2.3561570998791685,2.6540651227996874,3.6955515994046038,-1.308559470746472,10.915088464214607,0
박민우,0.6926692187071297,0.3840817841472451,0.03820132661579752,0.882746344717694,0.7686227142442731,0.10636671953071089,-0.8554187352936301,10.858998997563564,0
김태균,-1.460795848689285,-1.3872567637737832,-0.9853349606095937,-0.24452923356316722,-0.27450719833106807,-0.37739919712773295,1.6368553096970004,10.819778284410283,1
이성열,-1.1142086587727635,-1.1439928804500252,-0.8709248804558839,-0.2607568283474246,-0.13025734119085725,0.5050486786860441,1.1837145742441586,10.819778284410283,0
유한준,-1.2509464990845178,-1.1453516435294728,-0.9043157582531821,0.8146999542020122,0.7657644842334471,0.43510558161414997,1.8634256774234215,10.819778284410283,1
전준우,-0.6584843458658939,-0.6343532008511448,-0.6363284386269049,1.311520697036749,1.3859769372208217,1.576120485609159,0.05086273561205379,10.819778284410283,0
허경민,0.15150596074206138,0.65430417399728,0.20139309686975027,-0.2482850935450527,-0.23860176515002704,-0.18323526058626508,-0.17570763211436716,10.778956289890028,0
오재일,-0.7608381474016466,-1.3872567637737832,-0.8152891738202385,0.8278442892097335,0.7500634265264932,0.3367907647219977,0.7305738387913167,10.757902880692196,0
김선빈,0.9898687603124044,0.8731038515906037,0.7481829015243742,-0.7827024125442714,-0.7940306036455809,-0.8207907092174679,0.05086273561205379,10.714417768752456,0
박건우,-0.5680487635047677,-0.7111006687886067,-0.6784924575895181,0.9324555811932417,1.005919145420109,1.194927727089475,-0.17570763211436716,10.714417768752456,0
박경수,0.8349096523992603,0.4915858249330588,0.10312068047594651,-1.1427673899284967,-1.2252814150800297,-1.416292522461572,1.1837145742441586,10.596634733096073,1
이정후,-0.41649265966583554,-0.44841294372912727,-0.5527472521586395,1.7922009180345746,1.7767993504914665,1.4528385639137795,-1.988270573925735,10.571316925111784,0
김강민,-0.24737619870231642,-0.17483893828312191,-0.43811028042306827,-1.1164660350884228,-0.9782728080594654,-0.23296574210858353,1.6368553096970004,10.46310334047155,0
서건창,-0.4428563100973709,-0.47413238773295585,-0.48009467688337437,-0.12378688928886801,-0.1651836392527703,-0.371373250526376,0.05086273561205379,10.46310334047155,0
정수빈,-0.14904479078736482,-0.08990654036708325,-0.39654185186284174,-0.6256941386231141,-0.7264641223431775,-1.0963726274106238,-0.17570763211436716,10.4341158035983,0
채은성,-0.7120322201642181,-0.8195105516273854,-0.7329180757885684,0.21218954301714715,0.15316606040695255,-0.13842769277047545,-0.17570763211436716,10.373491181781864,0
박해민,0.0719090533700066,0.08960870847926075,-0.3054826970090546,-0.6159128407013359,-0.5444083304624543,-0.12453889270806273,-0.8554187352936301,10.308952660644293,0
이원석,-0.4854713382246955,-0.07105855536503232,-0.23824715825073514,-0.7175622682025277,-0.7376730054799201,-0.725151721844963,0.7305738387913167,10.308952660644293,1
이천웅,-0.07146999552179754,-0.027396968412118108,-0.3652213597500306,0.4906630920455644,0.4250245830505236,0.07481253625272093,-0.6288483675672091,10.239959789157341,0
구자욱,-0.7280515943118033,-0.8291965912937329,-0.7380136825645434,0.09431132376664465,0.23441022944865766,0.8625439689991874,-0.8554187352936301,10.239959789157341,0
한동민,-0.8423689884098384,-0.8983155750851536,-0.7743730585578641,-0.32146254670791186,-0.43333880837148964,-0.8743393388477374,-0.8554187352936301,10.126631103850338,0
송광민,-0.06839915888929496,0.4069445905340445,0.052003897845711196,-1.5913652524332491,-1.49890466793258,-0.8933651337303207,1.4102849419705796,10.126631103850338,1
김상수,0.8559380773237547,0.5074768826622168,0.11272575744142077,-0.2700583816742188,-0.21318178703178614,0.06228030035790262,-0.17570763211436716,10.126631103850338,1
이명기,-0.5577999425552264,-0.595330819269487,-0.6246340683451218,-0.29221041959556326,-0.3311820843670189,-0.48224121370846523,0.5040034710648957,10.085809109330082,0
박세혁,1.9857722423331965,2.0485536158697246,2.6833128417741916,-0.3423139744221358,-0.34016936592768415,-0.3000605400175104,-0.8554187352936301,10.0519075576544,0
유강남,1.6383948705901346,1.7203735103808733,2.3284827691903884,-0.8708616532541069,-0.9619336557076407,-1.2480510899490216,-0.6288483675672091,10.043249494911286,0
강백호,-0.9878660327933658,-0.9750306915207237,-0.8130864347129989,1.0390846076842666,1.104114462918347,1.2319167906861337,-2.214840941652156,9.95227771670556,0
김성현,1.618174177576085,1.4365408436850393,1.2273590147842424,-1.9286122245799717,-1.9433147152073724,-1.8081737024591422,0.5040034710648957,9.95227771670556,0
이형종,-0.844904333457833,-0.7957354328872426,-0.7278413766444153,-0.12649697041935698,-0.07162447815867322,0.18982020446574815,0.05086273561205379,9.903487552536127,0
최재훈,1.826490249118736,1.8980738399710986,2.5206126699476052,-0.7692999677987172,-0.798127487967039,-0.8802716081415255,0.05086273561205379,9.903487552536127,0
