Name,March_score,kWAR_score,AHP_score,GEN,POW,SPD,연차,20연봉,FA유무
이대호,-1.5253711683913633,-1.3872567637737832,-1.0010282950216873,0.14094759157907819,0.0077465512212053856,-0.3221711646736413,1.6368553096970004,12.429216196844383,1
박병호,-0.8794887000208448,-1.3872567637737832,-0.844113858532572,2.0636941597630605,1.9714369198885198,-0.6346501736868376,0.7305738387913167,12.206072645530174,0
양의지,0.8185118813206557,0.9458041466414253,1.4909975790915058,2.305025895362614,2.3773570410190357,-1.4357449736680195,0.5040034710648957,12.206072645530174,1
손아섭,-0.5266827876904681,-0.7074417139246658,-0.6739735335841079,0.0423597911843895,0.0878130123051549,0.7667024998009617,0.27743310333847476,12.206072645530174,1
최형우,-1.3513976146945006,-1.1607962505325264,-0.9124365861206452,1.4830215567668943,1.3779068156240442,-1.1551283868589428,1.4102849419705796,11.918390573078392,1
김현수,-0.7602658434460212,-0.8489277722974244,-0.7050293188514138,0.5784433152589357,0.47345412498747247,0.2657491721690688,0.5040034710648957,11.77528972943772,1
이재원,1.8923852495202846,1.9603278350611197,2.587923839233212,-0.7532018086757796,-0.8192681401847762,0.019993255326294285,0.5040034710648957,11.77528972943772,1
최정,0.2362737221036105,0.7523454004797981,0.26060234591971587,1.916399105773448,1.8006282581866397,0.4693606314258229,0.7305738387913167,11.695247021764184,1
황재균,0.11406178660423094,0.5631052901648367,0.17464825165781458,0.5534612964851461,0.6305636234959764,1.437169297591774,0.5040034710648957,11.695247021764184,1
김재호,1.2658095856482883,1.1321843841891686,0.9838854398149284,-0.3780014991912415,-0.3441637618795132,-0.9372492966775676,0.9571442065177377,11.082142548877775,1
김재환,-0.786370523127255,-0.7337564255632998,-0.6878139200776653,0.46233555620122413,0.4095324991811329,0.20344839991272884,0.05086273561205379,11.082142548877775,0
오지환,1.5852737629662743,1.4081232844234508,1.2046320413344394,-0.2975871202202469,-0.19445737320761425,1.5545370035644415,-0.17570763211436716,11.002099841204238,0
김하성,1.1751026190628795,1.155021309374455,0.9188526401638486,1.7780550033984028,1.916841645953423,3.0439086222703384,-1.308559470746472,10.915088464214607,0
박민우,0.6926692187071297,0.3840817841472451,0.03820132661579752,0.7267219108728009,0.6394015262578021,-1.4359331972646887,-0.8554187352936301,10.858998997563564,0
김태균,-1.460795848689285,-1.3872567637737832,-0.9853349606095937,-0.02099212340882797,0.03568837845415827,-1.3472494104652837,1.6368553096970004,10.819778284410283,1
