,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,PSR,wOBA,BABIP,OW%
P1,-0.2827819575759224,-0.29235177908542,-0.30664977129741733,-0.3065651935815144,-0.23700792237035018,-0.3063299180225897,-0.3021839459331227,-0.30218394593217324,-0.30298579725478675,-0.2126664398169446,-0.16049282261023248,0.20785701545654275,-0.1786403500105227,-0.2756903801068985
P2,-0.06591766235609617,0.23209147652080678,0.1290535732922282,0.0838788911763067,0.43849413669912063,0.1482537832885768,-0.15020196050394066,-0.15020196048185364,-0.11958309798835001,0.5024028078216675,-0.10790624589575779,0.44055432271622363,-0.33550734334161764,-0.27150436435853925
P3,-0.3384274247709755,-0.06799574621133771,-0.17871676166119124,-0.2210469640179524,0.14599757991234386,-0.10367505666872454,0.09645884184864395,0.09645884186932702,0.16292549325328567,0.17053311115408548,0.6052819127244854,-0.2916988870046902,-0.4865669091346579,0.07444151013375785
