Name,P1,P2,P3,19연봉,kWAR_score,March_score,AHP_score
박용택,31.593360807055035,-0.2950865945848171,1.0222760871087602,11.289781913656018,4.934,49.34,0.888
박찬호,68.29996092812604,0.26621386641170797,3.9274345628244136,8.34283980427146,734.27,5649.993,171.659
박해민,78.82225686150001,4.15055795830138,3.903230037811848,10.491274217438248,456.506,4025.088,76.802
서건창,90.19707716989976,-2.020698232383292,0.6121100593196817,10.46310334047155,282.251,2822.508,58.332
손아섭,99.28303870053367,5.557778709048556,2.0125415599546006,11.918390573078392,210.134,2626.675,37.824
송광민,56.88810613165218,4.905512158351718,4.779506009525045,10.126631103850338,554.596,3697.304,114.616
신본기,43.459416717947825,-0.7768190521457478,2.466914429774448,9.680344001221918,723.0,6323.249,196.472
심우준,62.02070444155165,1.8778556622266065,2.1272002445020513,9.047821442478408,802.905,7009.965,217.387
안치홍,78.29778853454947,-0.5681427710718155,-0.38706256775598585,10.819778284410283,425.345,4405.453,89.577
양성우,4.793737730333071,1.108856258268308,1.9795510248243755,9.047821442478408,58.666,617.6600000000001,10.56
양의지,124.06702648736041,-1.2874832268899858,-0.6327976803855051,12.206072645530174,721.16,5769.28,266.829
오선진,48.059743670347906,2.0839394284076187,4.505210417355925,8.922658299524402,760.8430000000001,6659.623,207.194
오윤석,20.008849509311496,-0.6194111745172518,3.381063922268838,8.006367567650246,112.623,1674.967,29.6
오재원,15.080387680515665,3.846218440292711,3.705631727816304,10.915088464214607,281.48,2821.464,58.246
오재일,111.5138944840302,-2.3191055418384314,5.694193729004666,10.308952660644293,0.0,2079.648,22.876
오지환,86.09585466885207,9.359236294134368,5.646715022642862,10.596634733096073,864.065,7560.567,236.538
오태곤,53.69596320377757,6.615388347586234,3.8411961595746895,8.987196820661973,16.384999999999998,1587.983,18.908
유강남,73.7612902046012,-3.4821536801477233,6.411677029438006,9.95227771670556,960.583,7684.667,355.416
유민상,38.91039703919733,-2.1667875315919263,1.6838175349843485,8.366370301681654,0.0,564.3,6.207
유한준,111.1981765165824,-2.036397991304269,0.3198247996913613,11.002099841204238,74.774,934.671,13.459
윤석민,15.06760189687939,-0.6340963446882149,1.6795186654337009,10.085809109330082,69.633,820.429,18.309
이대호,97.55363744125584,-5.484171503515167,3.996969432154505,12.429216196844383,0.0,293.568,3.229
이명기,86.6068315635127,-1.7561690341690228,1.1977542802845642,9.998797732340453,244.788,2553.98,43.043
이상호,27.56654127707798,-1.6011532902537786,0.8559734181230321,8.987196820661973,195.358,2055.613,44.010000000000005
이성열,85.96415123885143,7.75309385065922,7.376773606261536,10.373491181781864,75.194,1254.114,16.991
이우성,19.5043216545204,-0.5505909134620294,3.5577490624707298,8.294049640102028,56.394000000000005,552.9359999999999,10.041
이원석,76.71709045607338,0.040760943358690495,6.50065614935772,10.308952660644293,406.843,2722.952,83.914
이원재,40.749221569956276,-0.15872366089550677,3.2780519198971216,8.517193191416238,31.934,1051.222,13.777
이재원,76.00909970108324,-2.255306469928147,3.7916985853599945,11.84939770159144,1034.754,8278.032,382.859
이정후,132.88207928922742,-0.9941222167413777,-4.286078024906377,10.043249494911286,290.201,2884.098,50.647
이지영,38.528076285783065,-0.8707046150283715,-0.4991982219614518,9.95227771670556,601.37,4810.96,222.507
이창진,74.28975984054163,3.244525043444472,5.183364681227376,8.039157390473237,406.937,3594.452,69.22
이천웅,104.25053717276306,-2.790173830187582,0.9128769830263412,9.615805480084347,420.339,3690.13,70.483
이학주,66.47424813668023,6.341231569955001,4.416429797612599,7.90100705199242,716.837,6278.323,196.3
이형종,89.4913507393372,3.5614727221309943,4.732965332973836,9.740968623038354,182.842,1883.255,32.126000000000005
임병욱,44.315549814887625,-1.5130185966693543,6.804622261254883,9.210340371976184,356.44,3118.85,59.704
장성우,52.155329521776935,-2.1671794313614816,6.037664739378937,9.159047077588632,905.288,7242.306,334.957
장영석,48.861186934816565,-2.010157153061232,5.7584603396173435,8.575462099540212,292.803,2388.04,65.309
장진혁,45.51763985765967,-0.20130736209621305,4.214698443914734,8.242756345714477,216.425,2052.75,37.205
전민수,10.06650972366114,-0.44677914400012403,0.972903438715486,8.294049640102028,27.0,301.0,4.84
전준우,121.57471333790109,4.54459983723356,1.9141160966042914,10.819778284410283,232.726,2318.764,41.806
정근우,40.44198972909553,2.0662723545760855,1.0611393668677174,11.156250521031495,137.831,1611.513,27.547
정수빈,79.49397315867635,-4.465571281333708,3.2746938987708845,10.106428396532818,401.017,3508.902,67.17
정은원,90.9985871932086,5.493216782714582,4.816138899704537,8.612503371220562,702.721,7027.212,145.229
정의윤,74.33062627142043,-4.100754869398887,3.4410181366535117,10.308952660644293,74.05799999999999,821.72,13.33
정주현,39.798571869771685,2.1884144613223238,5.821825737018776,9.082507000466299,568.62,5686.2,117.515
정진호,8.542094852641029,1.4197723921336671,1.3149008823609265,9.332558004700433,70.066,713.16,12.217
정훈,23.991705236735534,1.7316403918330607,2.790621198596509,8.987196820661973,63.381,1042.011,15.907
조용호,34.18643987251015,-2.1175968851836307,0.38849887372437075,8.294049640102028,84.934,891.6700000000001,14.805
지석훈,16.344585511538124,-0.4616163308567211,2.9749714355623054,9.615805480084347,250.27,1954.047,57.162000000000006
지성준,12.112718595509156,-0.5343765636232151,1.199399011597918,8.648221453822641,186.33,1490.64,68.942
채은성,97.86852032286406,-2.3477227165168912,2.2420508483377017,10.341742483467284,175.493,2193.667,31.589
채태인,24.01070771678176,-0.8382809725459404,3.57112755011135,9.903487552536127,0.0,682.606,7.509
최영진,35.447338798090435,2.677798127349838,2.1188867322573466,8.575462099540212,196.761,1842.209,46.499
최원준,19.421992645629278,1.3158654509222785,3.8030567227748264,9.210340371976184,224.517,1719.173,45.626000000000005
최재훈,75.66754853762855,-1.357143086551171,2.2504187338825568,9.433483923290392,1015.511,8124.09,375.739
최정,143.62092635073867,-2.5527563632161194,5.724579045221621,11.695247021764184,661.361,4409.072,136.681
최주환,49.22789371080076,-2.5073605032605495,3.3392747411039947,10.558413520275876,295.925,2961.348,61.687
최진행,18.617755097158195,-0.7028668523673448,2.4805816048471536,9.903487552536127,53.4,534.0,9.612
최항,15.715305710778335,-0.7070053017625482,1.5129890905385266,9.305650551780507,164.64,1712.4,34.752
최형우,122.62001274292274,-6.996418301749775,4.495884840919065,11.918390573078392,70.0,700.0,12.6
한동민,86.19107031955204,-4.3786184907018795,5.9123248321395065,10.404262840448617,151.134,1889.178,27.204
한동희,16.25116494790172,1.192563114032487,4.443603758018949,8.496990484098719,193.044,1394.225,41.076
한승택,25.91882942336491,1.0114808456790885,5.830286600173661,8.699514748210191,696.384,5571.072,257.662
허경민,87.27817921250768,0.5383340303604103,0.7950859686041689,10.558413520275876,631.056,4211.04,130.41799999999998
허일,19.29036730103228,0.3308293375758907,1.039794205945223,8.006367567650246,46.765,465.352,8.3
황윤호,20.778326672431863,-0.012775046290407415,-0.23194257595131942,8.294049640102028,177.799,1534.647,38.623000000000005
황재균,99.40187077666677,7.698439163134024,2.402166440241552,11.695247021764184,602.866,4123.564,127.589
