Name,RBI,RUN,HIT,Money_19,Money_20
이형종,0.6057692307692308,0.5,0.6217616580310881,0.057824504650222396,0.06995551961180753
최재훈,0.2980769230769231,0.4196428571428571,0.5595854922279793,0.03962798220784472,0.06995551961180753
김헌곤,0.44230769230769235,0.5089285714285714,0.6321243523316062,0.05175899716942984,0.06591184795794582
윤석민,0.16346153846153846,0.03571428571428571,0.20207253886010362,0.08613020622725436,0.06186817630408411
고종욱,0.5384615384615385,0.6785714285714285,0.8238341968911918,0.03356247472705216,0.057824504650222396
최진행,0.1826923076923077,0.08928571428571427,0.13989637305699482,0.06995551961180753,0.053780832996360696
하주석,0.019230769230769232,0.026785714285714284,0.02590673575129534,0.06186817630408411,0.04569348968863728
노진혁,0.4134615384615385,0.45535714285714285,0.4766839378238342,0.029518803073190457,0.04569348968863728
권희동,0.3942307692307693,0.33035714285714285,0.461139896373057,0.04569348968863728,0.043671653861706426
김동엽,0.2403846153846154,0.13392857142857142,0.21761658031088082,0.06389001213101497,0.043671653861706426
장성우,0.3942307692307693,0.2232142857142857,0.49740932642487046,0.0274969672462596,0.043671653861706426
심우준,0.2692307692307693,0.4821428571428571,0.5647668393782384,0.023453295592397894,0.041649818034775576
신본기,0.25,0.3839285714285714,0.49740932642487046,0.053780832996360696,0.03962798220784472
지석훈,0.14423076923076925,0.13392857142857142,0.1761658031088083,0.04973716134249899,0.03962798220784472
정주현,0.25961538461538464,0.4732142857142857,0.45077720207253885,0.024666397088556405,0.03962798220784472
김성욱,0.34615384615384615,0.33928571428571425,0.34196891191709844,0.041649818034775576,0.03760614638091387
정은원,0.5480769230769231,0.7410714285714285,0.766839378238342,0.01132228063081278,0.03760614638091387
나주환,0.19230769230769232,0.125,0.2590673575129534,0.11847957945814801,0.03760614638091387
정진호,0.028846153846153848,0.11607142857142856,0.10362694300518135,0.034775576223210675,0.034775576223210675
류지혁,0.3269230769230769,0.3214285714285714,0.35751295336787564,0.03962798220784472,0.03154063890012131
박찬호,0.4711538461538462,0.5357142857142857,0.6787564766839379,0.0060655074807925615,0.03154063890012131
김용의,0.16346153846153846,0.3125,0.20207253886010362,0.023453295592397894,0.03154063890012131
오선진,0.34615384615384615,0.33035714285714285,0.45595854922279794,0.019409623938536194,0.03154063890012131
이상호,0.11538461538461539,0.26785714285714285,0.3367875647668394,0.021431459765467044,0.029518803073190457
김혜성,0.3076923076923077,0.5089285714285714,0.49740932642487046,0.017387788111605337,0.029518803073190457
채태인,0.27884615384615385,0.09821428571428571,0.21761658031088082,0.06995551961180753,0.029518803073190457
오태곤,0.33653846153846156,0.5625,0.45595854922279794,0.021431459765467044,0.0274969672462596
김민혁,0.3076923076923077,0.6071428571428571,0.6787564766839379,0.00485240598463405,0.02547513141932875
김태진,0.44230769230769235,0.39285714285714285,0.533678756476684,0.0024262029923170243,0.02547513141932875
이학주,0.34615384615384615,0.3839285714285714,0.5233160621761658,0.0,0.02547513141932875
김민식,0.13461538461538464,0.05357142857142857,0.08290155440414508,0.04569348968863728,0.024666397088556405
임병욱,0.3942307692307693,0.3482142857142857,0.4766839378238342,0.029518803073190457,0.024666397088556405
이창진,0.46153846153846156,0.5089285714285714,0.5595854922279793,0.001617468661544684,0.023453295592397894
최영진,0.19230769230769232,0.2589285714285714,0.32642487046632124,0.010513546300040437,0.021431459765467044
박승욱,0.14423076923076925,0.21428571428571427,0.2694300518134715,0.015770319450060653,0.021431459765467044
한승택,0.25961538461538464,0.19642857142857142,0.2901554404145078,0.013344116457743633,0.021431459765467044
김준완,0.009615384615384616,0.0,0.02072538860103627,0.021431459765467044,0.021431459765467044
이성우,0.057692307692307696,0.017857142857142856,0.05181347150259068,0.017387788111605337,0.021431459765467044
강경학,0.11538461538461539,0.1875,0.13989637305699482,0.024666397088556405,0.020622725434694705
최항,0.13461538461538464,0.10714285714285714,0.15025906735751296,0.03356247472705216,0.019409623938536194
장영석,0.5961538461538461,0.36607142857142855,0.4766839378238342,0.010513546300040437,0.019409623938536194
이원재,0.34615384615384615,0.27678571428571425,0.34196891191709844,0.009300444803881926,0.01779215527699151
양성우,0.057692307692307696,0.09821428571428571,0.10362694300518135,0.023453295592397894,0.017387788111605337
이흥련,0.04807692307692308,0.026785714285714284,0.06735751295336788,0.02547513141932875,0.017387788111605337
조용호,0.1826923076923077,0.13392857142857142,0.2849740932642487,0.0052567731500202195,0.017387788111605337
김성훈,0.04807692307692308,0.125,0.07253886010362695,0.017387788111605337,0.017387788111605337
최원준,0.17307692307692307,0.29464285714285715,0.2383419689119171,0.029518803073190457,0.017387788111605337
정상호,0.019230769230769232,0.008928571428571428,0.010362694300518135,0.1912656692276587,0.017387788111605337
허도환,0.057692307692307696,0.026785714285714284,0.05181347150259068,0.013344116457743633,0.015365952284674486
김회성,0.17307692307692307,0.0625,0.12435233160621761,0.015365952284674486,0.015365952284674486
정훈,0.16346153846153846,0.23214285714285712,0.2227979274611399,0.021431459765467044,0.014961585119288313
유민상,0.25,0.20535714285714285,0.26424870466321243,0.006469874646178731,0.013344116457743633
장진혁,0.23076923076923078,0.375,0.4145077720207254,0.0044480388192478775,0.01253538212697129
김찬형,0.11538461538461539,0.14285714285714285,0.20207253886010362,0.006469874646178731,0.01253538212697129
지성준,0.10576923076923078,0.0625,0.13471502590673576,0.012131014961585121,0.012131014961585121
김재현,0.019230769230769232,0.2589285714285714,0.06217616580310881,0.011726647796198949,0.011726647796198949
이해창,0.0,0.0,0.02590673575129534,0.013748483623129802,0.01132228063081278
박계범,0.2403846153846154,0.23214285714285712,0.2227979274611399,0.001213101496158513,0.01132228063081278
김재현,0.0,0.008928571428571428,0.0,0.017387788111605337,0.01132228063081278
정범모,0.038461538461538464,0.03571428571428571,0.046632124352331605,0.016579053780833,0.01132228063081278
김규민,0.23076923076923078,0.29464285714285715,0.2849740932642487,0.01253538212697129,0.010917913465426607
백창수,0.028846153846153848,0.03571428571428571,0.05181347150259068,0.013344116457743633,0.010513546300040437
강로한,0.2403846153846154,0.33928571428571425,0.35751295336787564,0.000808734330772342,0.010513546300040437
박찬도,0.019230769230769232,0.08928571428571427,0.046632124352331605,0.01132228063081278,0.009300444803881926
황윤호,0.08653846153846154,0.08035714285714285,0.1917098445595855,0.0052567731500202195,0.009300444803881926
김인태,0.06730769230769232,0.05357142857142857,0.07253886010362695,0.0052567731500202195,0.009300444803881926
고장혁,0.028846153846153848,0.017857142857142856,0.036269430051813475,0.009300444803881926,0.009300444803881926
신민재,0.04807692307692308,0.2232142857142857,0.09844559585492228,0.0,0.009300444803881926
김형준,0.08653846153846154,0.11607142857142856,0.12435233160621761,0.0020218358269308533,0.009300444803881926
김도환,0.06730769230769232,0.0625,0.09844559585492228,0.0,0.009300444803881926
이병규,0.0,0.008928571428571428,0.015544041450777202,0.0274969672462596,0.009300444803881926
김문호,0.038461538461538464,0.05357142857142857,0.1295336787564767,0.021431459765467044,0.009300444803881926
전민수,0.07692307692307693,0.07142857142857142,0.11917098445595856,0.0052567731500202195,0.009300444803881926
신성현,0.057692307692307696,0.08035714285714285,0.04145077720207254,0.009300444803881926,0.008491710473109584
배정대,0.057692307692307696,0.13392857142857142,0.07772020725388601,0.0044480388192478775,0.008491710473109584
김종민,0.009615384615384616,0.017857142857142856,0.02072538860103627,0.010513546300040437,0.008491710473109584
송민섭,0.038461538461538464,0.21428571428571427,0.08290155440414508,0.0024262029923170243,0.008087343307723415
한동희,0.08653846153846154,0.10714285714285714,0.19689119170984457,0.008896077638495753,0.008087343307723415
유재신,0.057692307692307696,0.15178571428571427,0.06735751295336788,0.012131014961585121,0.008087343307723415
정진기,0.019230769230769232,0.008928571428571428,0.015544041450777202,0.022240194096239382,0.007682976142337242
김동한,0.019230769230769232,0.08035714285714285,0.11398963730569948,0.009300444803881926,0.007278608976951073
김민하,0.13461538461538464,0.125,0.16580310880829016,0.00485240598463405,0.007278608976951073
백승민,0.038461538461538464,0.03571428571428571,0.05181347150259068,0.0040436716538617065,0.007278608976951073
박준태,0.038461538461538464,0.11607142857142856,0.036269430051813475,0.017387788111605337,0.007278608976951073
문선재,0.057692307692307696,0.0625,0.04145077720207254,0.015365952284674486,0.007278608976951073
국해성,0.019230769230769232,0.017857142857142856,0.031088082901554404,0.009300444803881926,0.007278608976951073
박정음,0.06730769230769232,0.11607142857142856,0.07253886010362695,0.007278608976951073,0.006469874646178731
김민수,0.019230769230769232,0.04464285714285714,0.04145077720207254,0.0024262029923170243,0.006469874646178731
이성규,0.06730769230769232,0.026785714285714284,0.05699481865284974,0.0024262029923170243,0.006469874646178731
나종덕,0.125,0.10714285714285714,0.11917098445595856,0.006469874646178731,0.006469874646178731
허일,0.16346153846153846,0.125,0.19689119170984457,0.001213101496158513,0.005661140315406389
이우성,0.21153846153846156,0.16964285714285712,0.17098445595854922,0.0052567731500202195,0.0052567731500202195
문상철,0.06730769230769232,0.07142857142857142,0.06217616580310881,0.001617468661544684,0.0052567731500202195
김호재,0.0,0.008928571428571428,0.036269430051813475,0.001213101496158513,0.0052567731500202195
송준석,0.038461538461538464,0.05357142857142857,0.06217616580310881,0.000808734330772342,0.0052567731500202195
오윤석,0.20192307692307693,0.1875,0.22797927461139897,0.001213101496158513,0.0052567731500202195
강민국,0.06730769230769232,0.10714285714285714,0.12435233160621761,0.0,0.0052567731500202195
박지규,0.009615384615384616,0.017857142857142856,0.0051813471502590676,0.007278608976951073,0.0052567731500202195
주효상,0.04807692307692308,0.026785714285714284,0.031088082901554404,0.007278608976951073,0.0052567731500202195
공민규,0.057692307692307696,0.03571428571428571,0.06735751295336788,0.0,0.0052567731500202195
구본혁,0.057692307692307696,0.08928571428571427,0.07772020725388601,0.0,0.0052567731500202195
최승준,0.0,0.017857142857142856,0.02590673575129534,0.009300444803881926,0.0052567731500202195
백용환,0.057692307692307696,0.026785714285714284,0.05699481865284974,0.007278608976951073,0.0052567731500202195
김준태,0.07692307692307693,0.08928571428571427,0.07253886010362695,0.0068742418115649,0.0044480388192478775
강진성,0.13461538461538464,0.09821428571428571,0.12435233160621761,0.0020218358269308533,0.0044480388192478775
장운호,0.0,0.017857142857142856,0.0051813471502590676,0.008491710473109584,0.0044480388192478775
최선호,0.0,0.008928571428571428,0.0051813471502590676,0.006469874646178731,0.0044480388192478775
홍창기,0.0,0.026785714285714284,0.031088082901554404,0.0032349373230893663,0.0044480388192478775
고승민,0.057692307692307696,0.0625,0.10880829015544041,0.0,0.0044480388192478775
이준수,0.028846153846153848,0.026785714285714284,0.036269430051813475,0.001617468661544684,0.0044480388192478775
안승한,0.04807692307692308,0.03571428571428571,0.031088082901554404,0.0,0.0040436716538617065
김웅빈,0.028846153846153848,0.008928571428571428,0.015544041450777202,0.0040436716538617065,0.0040436716538617065
백동훈,0.019230769230769232,0.07142857142857142,0.04145077720207254,0.0028305701577031953,0.0036393044884755373
최정용,0.009615384615384616,0.03571428571428571,0.031088082901554404,0.0036393044884755373,0.0036393044884755373
양종민,0.04807692307692308,0.008928571428571428,0.031088082901554404,0.001213101496158513,0.0036393044884755373
최정민,0.0,0.0,0.0,0.007278608976951073,0.0032349373230893663
장승현,0.028846153846153848,0.026785714285714284,0.036269430051813475,0.001213101496158513,0.0032349373230893663
이성곤,0.0,0.008928571428571428,0.02590673575129534,0.0020218358269308533,0.0032349373230893663
허정협,0.07692307692307693,0.026785714285714284,0.08290155440414508,0.0052567731500202195,0.0032349373230893663
백승현,0.0,0.008928571428571428,0.02590673575129534,0.001617468661544684,0.0028305701577031953
이진영,0.019230769230769232,0.008928571428571428,0.010362694300518135,0.0028305701577031953,0.0028305701577031953
김영환,0.0,0.008928571428571428,0.0051813471502590676,0.001213101496158513,0.0024262029923170243
이동훈,0.038461538461538464,0.026785714285714284,0.046632124352331605,0.0032349373230893663,0.0024262029923170243
노시환,0.125,0.16964285714285712,0.17098445595854922,0.0,0.0024262029923170243
김응민,0.0,0.0,0.015544041450777202,0.000808734330772342,0.0020218358269308533
윤수강,0.0,0.0,0.0051813471502590676,0.0020218358269308533,0.0020218358269308533
류형우,0.009615384615384616,0.017857142857142856,0.010362694300518135,0.0,0.0020218358269308533
배성근,0.019230769230769232,0.03571428571428571,0.046632124352331605,0.0,0.0020218358269308533
서예일,0.0,0.0,0.0,0.001617468661544684,0.0020218358269308533
이유찬,0.009615384615384616,0.05357142857142857,0.015544041450777202,0.000808734330772342,0.0020218358269308533
박승규,0.019230769230769232,0.017857142857142856,0.02072538860103627,0.0,0.0020218358269308533
유장혁,0.038461538461538464,0.08928571428571427,0.046632124352331605,0.0,0.0020218358269308533
김재성,0.009615384615384616,0.0,0.0051813471502590676,0.000808734330772342,0.001617468661544684
최준우,0.0,0.026785714285714284,0.036269430051813475,0.000808734330772342,0.001617468661544684
오준혁,0.0,0.008928571428571428,0.0,0.0040436716538617065,0.001213101496158513
정현,0.019230769230769232,0.026785714285714284,0.015544041450777202,0.010513546300040437,0.001213101496158513
박한결,0.0,0.0,0.010362694300518135,0.0,0.001213101496158513
김병희,0.0,0.0,0.0051813471502590676,0.000404367165386171,0.001213101496158513
황대인,0.0,0.0,0.02590673575129534,0.0020218358269308533,0.001213101496158513
이현석,0.0,0.0,0.0,0.000404367165386171,0.001213101496158513
최승민,0.009615384615384616,0.04464285714285714,0.02072538860103627,0.0,0.001213101496158513
남태혁,0.009615384615384616,0.008928571428571428,0.02590673575129534,0.0024262029923170243,0.001213101496158513
김민수,0.009615384615384616,0.0,0.04145077720207254,0.0,0.001213101496158513
이정훈,0.028846153846153848,0.0,0.02072538860103627,0.001213101496158513,0.001213101496158513
오선우,0.038461538461538464,0.04464285714285714,0.04145077720207254,0.0,0.001213101496158513
변우혁,0.019230769230769232,0.0625,0.06217616580310881,0.0,0.001213101496158513
채현우,0.0,0.017857142857142856,0.0,0.0,0.001213101496158513
김창평,0.028846153846153848,0.03571428571428571,0.04145077720207254,0.0,0.001213101496158513
이현동,0.0,0.0,0.0,0.000808734330772342,0.000808734330772342
김경호,0.019230769230769232,0.03571428571428571,0.02590673575129534,0.0,0.000808734330772342
김은성,0.0,0.008928571428571428,0.0051813471502590676,0.0,0.000808734330772342
전병우,0.0,0.017857142857142856,0.02590673575129534,0.0052567731500202195,0.000808734330772342
정보근,0.009615384615384616,0.026785714285714284,0.02072538860103627,0.0,0.000808734330772342
한준수,0.019230769230769232,0.017857142857142856,0.031088082901554404,0.0,0.000808734330772342
오영수,0.0,0.0,0.0051813471502590676,0.001213101496158513,0.000808734330772342
박민석,0.0,0.0,0.0,0.0,0.000808734330772342
신용수,0.019230769230769232,0.03571428571428571,0.010362694300518135,0.0,0.000808734330772342
최민재,0.0,0.0,0.0,0.000404367165386171,0.000404367165386171
유영준,0.0,0.0,0.0,0.0,0.000404367165386171
박상언,0.0,0.0,0.0,0.000404367165386171,0.000404367165386171
송승환,0.0,0.0,0.0,0.0,0.000404367165386171
김태근,0.0,0.017857142857142856,0.0,0.0,0.000404367165386171
김대한,0.0,0.03571428571428571,0.0,0.0,0.000404367165386171
임지열,0.028846153846153848,0.0,0.010362694300518135,0.0,0.0
추재현,0.0,0.0,0.0,0.0,0.0
김주형,0.0,0.0,0.0,0.0,0.0
양우현,0.0,0.0,0.0,0.0,0.0
김성민,0.0,0.0,0.0051813471502590676,0.0,0.0
