선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
조용호,KT,우익수,27,22,181.33,0,0,42,1,0,1.000 ,0,0,0,-
조홍석,롯데,좌익수,6,2,26,0,0,6,1,0,1.000 ,0,0,0,-
조홍석,롯데,중견수,17,3,44.33,0,0,9,0,0,1.000 ,0,0,0,-
조홍석,롯데,우익수,12,7,55.33,0,0,17,1,0,1.000 ,0,0,0,-
주효상,키움,포수,17,6,66,1,0,53,6,0,0.983 ,0,5,1,16.7
지석훈,NC,2루수,18,3,58.33,0,0,8,18,4,1.000 ,0,0,0,-
지석훈,NC,유격수,16,12,103,1,0,23,39,5,0.984 ,0,0,0,-
지석훈,NC,3루수,48,21,235.67,4,0,19,56,6,0.949 ,0,0,0,-
지성준,한화,포수,45,13,186.33,0,0,142,10,2,1.000 ,2,15,3,16.7
채은성,LG,우익수,109,105,886.33,2,0,187,5,2,0.990 ,0,0,0,-
채태인,롯데,1루수,53,45,342.33,1,0,338,25,30,0.997 ,0,0,0,-
최경모,SK,유격수,10,1,23,0,0,2,8,2,1.000 ,0,0,0,-
최경모,SK,2루수,7,0,24,2,0,6,6,1,0.857 ,0,0,0,-
최민재,SK,우익수,1,1,6,0,0,3,0,0,1.000 ,0,0,0,-
최선호,삼성,중견수,1,0,1,0,0,1,0,0,1.000 ,0,0,0,-
최선호,삼성,우익수,6,0,7,0,0,4,0,0,1.000 ,0,0,0,-
최선호,삼성,좌익수,5,0,20,0,0,8,0,0,1.000 ,0,0,0,-
최승민,NC,중견수,9,2,24.33,0,0,11,0,0,1.000 ,0,0,0,-
최승준,SK,1루수,4,2,26,0,0,21,4,0,1.000 ,0,0,0,-
최영진,삼성,1루수,42,29,269,4,0,263,22,36,0.986 ,0,0,0,-
최영진,삼성,3루수,47,36,342.67,4,0,24,66,6,0.957 ,0,0,0,-
최원준,KIA,유격수,3,0,6,0,0,2,0,0,1.000 ,0,0,0,-
최원준,KIA,1루수,8,1,25.67,0,0,25,0,0,1.000 ,0,0,0,-
최원준,KIA,중견수,19,8,78,0,0,16,0,0,1.000 ,0,0,0,-
최원준,KIA,우익수,18,7,82.33,0,0,24,1,0,1.000 ,0,0,0,-
최원준,KIA,3루수,40,35,309,6,0,22,55,4,0.928 ,0,0,0,-
최윤석,한화,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
최윤석,한화,유격수,6,3,31,2,0,3,9,1,0.857 ,0,0,0,-
최재훈,한화,포수,132,126,1022.67,6,3,788,76,17,0.993 ,8,84,31,27
최정,SK,유격수,1,0,1.33,0,0,0,0,0,-,0,0,0,-
최정,SK,3루수,134,133,1153,14,0,93,211,21,0.956 ,0,0,0,-
최정민,KIA,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
최정민,KIA,2루수,1,0,3,0,0,0,0,0,-,0,0,0,-
최정민,KIA,좌익수,1,1,3,0,0,1,0,0,1.000 ,0,0,0,-
최정민,KIA,중견수,1,1,6,0,0,2,0,0,1.000 ,0,0,0,-
최정용,KIA,3루수,1,0,2,0,0,0,1,0,1.000 ,0,0,0,-
최정용,KIA,1루수,1,1,7,1,0,10,0,0,0.909 ,0,0,0,-
최정용,KIA,2루수,6,2,27,0,0,1,7,1,1.000 ,0,0,0,-
최주환,두산,3루수,4,2,23,0,0,0,4,0,1.000 ,0,0,0,-
최주환,두산,1루수,3,3,25,1,0,25,0,4,0.962 ,0,0,0,-
최주환,두산,2루수,68,64,474,2,0,94,168,36,0.992 ,0,0,0,-
최준우,SK,3루수,1,0,2,0,0,0,0,0,-,0,0,0,-
최준우,SK,2루수,12,11,76,0,0,15,25,4,1.000 ,0,0,0,-
최진행,한화,좌익수,44,36,267,0,0,68,0,0,1.000 ,0,0,0,-
최항,SK,1루수,4,3,33,0,0,31,1,5,1.000 ,0,0,0,-
최항,SK,2루수,43,38,280,3,0,65,80,15,0.980 ,0,0,0,-
최형우,KIA,좌익수,45,44,350,0,0,88,1,0,1.000 ,0,0,0,-
추재현,키움,우익수,1,0,4,0,0,2,0,0,1.000 ,0,0,0,-
터커,KIA,좌익수,48,40,335,2,0,68,2,1,0.972 ,0,0,0,-
터커,KIA,우익수,56,53,433,2,0,96,1,0,0.980 ,0,0,0,-
페게로,LG,좌익수,2,2,12,0,0,4,0,0,1.000 ,0,0,0,-
페게로,LG,우익수,8,3,32,0,0,6,1,1,1.000 ,0,0,0,-
페게로,LG,1루수,26,26,189,6,0,169,15,17,0.968 ,0,0,0,-
페르난데스,두산,1루수,15,15,117,3,0,105,3,14,0.973 ,0,0,0,-
하주석,한화,유격수,5,5,38,2,0,10,11,2,0.913 ,0,0,0,-
한동민,SK,우익수,93,89,772.67,4,0,166,11,2,0.978 ,0,0,0,-
한동희,롯데,1루수,10,6,54.67,1,0,46,5,5,0.981 ,0,0,0,-
한동희,롯데,3루수,45,40,346.33,8,0,29,75,8,0.929 ,0,0,0,-
한승택,KIA,포수,103,83,702,5,0,553,43,4,0.992 ,3,61,18,22.8
한준수,KIA,포수,7,5,39,0,0,29,5,0,1.000 ,0,6,2,25
해즐베이커,KIA,좌익수,2,1,10,0,0,3,1,1,1.000 ,0,0,0,-
해즐베이커,KIA,중견수,10,9,74,1,0,22,0,0,0.957 ,0,0,0,-
허경민,두산,유격수,1,0,1,0,0,0,0,0,-,0,0,0,-
허경민,두산,2루수,1,0,2,0,0,2,2,2,1.000 ,0,0,0,-
허경민,두산,3루수,132,124,1080,8,0,86,193,18,0.972 ,0,0,0,-
허도환,SK,포수,56,22,242.33,2,1,218,19,3,0.992 ,0,21,4,16
허일,롯데,1루수,5,1,15.33,0,0,14,2,2,1.000 ,0,0,0,-
허일,롯데,우익수,9,2,25,0,0,3,0,0,1.000 ,0,0,0,-
허일,롯데,좌익수,8,3,27,0,0,6,0,0,1.000 ,0,0,0,-
허일,롯데,중견수,15,13,96,1,0,18,0,0,0.947 ,0,0,0,-
허정협,키움,우익수,7,4,30,0,0,7,0,0,1.000 ,0,0,0,-
허정협,키움,좌익수,13,11,77,0,0,12,0,0,1.000 ,0,0,0,-
호잉,한화,중견수,61,57,433.67,0,0,132,2,0,1.000 ,0,0,0,-
호잉,한화,우익수,88,65,606.67,2,0,141,7,4,0.987 ,0,0,0,-
홍재호,KIA,유격수,3,0,7,0,0,1,0,0,1.000 ,0,0,0,-
홍재호,KIA,2루수,7,4,42,1,0,6,18,3,0.960 ,0,0,0,-
홍창기,LG,중견수,6,1,15,0,0,1,0,0,1.000 ,0,0,0,-
홍창기,LG,좌익수,7,0,17,0,0,5,1,0,1.000 ,0,0,0,-
홍창기,LG,우익수,7,1,20,0,0,6,0,0,1.000 ,0,0,0,-
황대인,KIA,3루수,1,0,2,0,0,0,1,0,1.000 ,0,0,0,-
황대인,KIA,1루수,8,5,46,0,0,40,3,6,1.000 ,0,0,0,-
황윤호,KIA,유격수,10,3,35,0,0,1,11,2,1.000 ,0,0,0,-
황윤호,KIA,3루수,23,11,110,2,0,15,21,0,0.947 ,0,0,0,-
황윤호,KIA,2루수,32,16,152.67,4,0,33,49,12,0.953 ,0,0,0,-
황재균,KT,1루수,4,1,8.67,0,0,12,0,1,1.000 ,0,0,0,-
황재균,KT,유격수,9,6,54,1,0,12,18,4,0.968 ,0,0,0,-
황재균,KT,3루수,117,112,964,10,0,103,215,22,0.970 ,0,0,0,-
황진수,롯데,2루수,1,0,1,0,0,0,0,0,-,0,0,0,-
황진수,롯데,3루수,5,0,9.33,0,0,0,1,1,1.000 ,0,0,0,-
