순위,선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
181,유한준,KT,좌익수,2,0,5,0,0,3,0,0,1,0,0,0,-
181,전민수,KT,우익수,2,1,10 1/3,0,0,1,0,0,1,0,0,0,-
203,유민상,KIA,우익수,1,0,2,0,0,0,0,0,-,0,0,0,-
203,이인행,KIA,우익수,1,0,2,0,0,2,0,0,1,0,0,0,-
203,최정민,KIA,우익수,1,0,01월 03일,0,0,0,0,0,-,0,0,0,-
203,박헌도,롯데,좌익수,1,1,12,0,0,2,0,0,1,0,0,0,-
203,전준우,롯데,우익수,1,0,2,0,0,1,0,0,1,0,0,0,-
203,김태진,NC,좌익수,1,1,5,0,0,1,0,0,1,0,0,0,-
203,김태진,NC,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
203,박헌욱,NC,우익수,1,0,4,0,0,1,0,0,1,0,0,0,-
203,박헌욱,NC,좌익수,1,0,3,0,0,0,0,0,-,0,0,0,-
203,스크럭스,NC,좌익수,1,0,01월 03일,1,0,0,0,0,0,0,0,0,-
203,이상호,NC,좌익수,1,1,3,0,0,0,0,0,-,0,0,0,-
203,이우성,NC,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
203,이원재,NC,중견수,1,0,4,0,0,1,0,0,1,0,0,0,-
203,김동엽,SK,중견수,1,0,3,0,0,0,0,0,-,0,0,0,-
203,정주현,LG,중견수,1,0,1,0,0,1,0,0,1,0,0,0,-
203,정주현,LG,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
203,김지수,넥센,좌익수,1,0,2,0,0,2,0,0,1,0,0,0,-
203,박정음,넥센,중견수,1,0,4,0,0,1,0,0,1,0,0,0,-
203,예진원,넥센,좌익수,1,0,3,0,0,2,0,0,1,0,0,0,-
203,박준혁,한화,좌익수,1,0,2,0,0,1,0,0,1,0,0,0,-
203,이동훈,한화,우익수,1,1,6,0,0,3,0,0,1,0,0,0,-
203,정근우,한화,좌익수,1,1,8,0,0,0,2,0,1,0,0,0,-
203,정근우,한화,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
203,김성윤,삼성,중견수,1,0,4 2/3,0,0,0,0,0,-,0,0,0,-
203,송준석,삼성,우익수,1,0,1,0,0,0,0,0,-,0,0,0,-
203,강백호,KT,우익수,1,0,4,0,0,0,0,0,-,0,0,0,-
203,김지열,KT,중견수,1,1,9,0,0,3,0,0,1,0,0,0,-
203,배정대,KT,좌익수,1,0,5,0,0,2,0,0,1,0,0,0,-
203,배정대,KT,중견수,1,0,1,0,0,0,0,0,-,0,0,0,-
203,오정복,KT,좌익수,1,0,2,0,0,1,0,0,1,0,0,0,-
203,하준호,KT,중견수,1,0,2,0,0,0,0,0,-,0,0,0,-
203,홍현빈,KT,중견수,1,0,3,0,0,1,0,0,1,0,0,0,-
